OBJECTID,GLOBAL_ID,NAME,TYPE_CODE,CLASS,UPPER_DESC,UPPER_VAL,UPPER_UOM,UPPER_CODE,LOWER_DESC,LOWER_VAL,LOWER_UOM,LOWER_CODE,LEVEL_CODE,CITY,STATE,COUNTRY,CONT_AGENT,COMM_NAME,SECTOR,ONSHORE,EXCLUSION,TIMESOFUSE,GMTOFFSET,DST_CODE,REMARKS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,Shape__Area,Shape__Length
396,696B9221-0A67-4CA6-851E-56683A981857,R-2901D,R,,TNI,4000,FT,MSL,,1000,FT,SFC,L,AVON PARK,FL,UNITED STATES,"FAA, MIAMI ARTCC",,,1,0,"INTERMITTENT, 0600 - 2400, MON - FRI; 0800 - 1800, SAT - SUN; %OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.00464374585885707,0.268220841812532
397,F5483863-6C07-46FD-AE72-89B88D688046,R-2901D,R,,TNI,4000,FT,MSL,,500,FT,MSL,L,AVON PARK,FL,UNITED STATES,"FAA, MIAMI ARTCC",,,1,0,"INTERMITTENT, 0600 - 2400, MON - FRI; 0800 - 1800, SAT - SUN; %OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.00388144334374374,0.329338913953172
398,9C5B5142-3A09-4599-A52B-0B95FBECFD53,R-2901E,R,,TNI,4000,FT,MSL,,1000,FT,MSL,L,AVON PARK,FL,UNITED STATES,"FAA, MIAMI ARTCC",,,1,0,"INTERMITTENT, 0600 - 2400, MON - FRI; 0800 - 1800, SAT - SUN; %OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.0284722221219909,0.665830183476512
399,D5C2DAD4-C01A-4CE6-AB72-EAE0C6234A8F,R-2901F,R,,TNI,5000,FT,MSL,,4000,FT,MSL,L,AVON PARK,FL,UNITED STATES,"FAA, MIAMI ARTCC",,,1,0,"INTERMITTENT, 0600 - 2400, MON - FRI; 0800 - 1800, SAT - SUN; %OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.00456388884822445,0.466807632915625
400,8E0BFEEF-0850-436D-897C-9D7265D453D6,R-2901I,R,,TNI,4000,FT,MSL,,1500,FT,MSL,L,AVON PARK,FL,UNITED STATES,"FAA, MIAMI ARTCC",,,1,0,"INTERMITTENT, 0600 - 2400, MON - FRI; 0800 - 1800, SAT - SUN; %OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.00961805564020324,0.473472352204286
401,21257208-F67E-475B-AE32-A59F6A519C19,R-2901M,R,,TNI,14000,FT,MSL,,4000,FT,MSL,L,AVON PARK,FL,UNITED STATES,"FAA, MIAMI ARTCC",,,1,0,"INTERMITTENT, 0600 - 2400, MON - FRI; 0800 - 1800, SAT - SUN; %OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.037002964479143,0.775659901532406
402,00CBDDF6-0D31-4014-8E8B-BBAA2E3C7046,R-2903A,R,,TNI,23000,FT,MSL,,0,FT,SFC,B,STEVENS LAKE,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0700 - 1900, TUE - SUN; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,1,0,0,0.0212769509419104,0.600912883516578
403,D9BBF450-D6CE-46D0-837D-6A253600CE32,R-2903B,R,,TI,32000,FT,MSL,,23000,FT,MSL,U,STEVENS LAKE,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT BY NOTAM, 2000 - 0500, SAT - SUN,  %24 HOURS IN ADVANCE, NOT TO EXCEED 24 DAYS PER YEAR",-5,1,,0,0,0,1,0,0,0.0212769509419104,0.600912883516578
404,B931A1BC-0661-4C4A-ADA2-ABA7D9113037,R-2903C,R,,TI,7000,FT,MSL,,0,FT,SFC,L,STEVENS LAKE,FL,UNITED STATES,"FAA, JACKSONVILLE TRACON",,,1,0,"INTERMITTENT, 0700 - 1900, TUE - SUN; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.00364469211376672,0.283193138733167
405,11936EDE-2D5E-4CDB-BD27-55EEEAF249CF,R-2903D,R,,TI,5000,FT,MSL,,0,FT,SFC,L,STEVENS LAKE,FL,UNITED STATES,"FAA, JACKSONVILLE TRACON",,,1,0,"INTERMITTENT, 0700 - 1900, TUE - SUN; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.00734625769291597,0.345785337654464
406,43DA3315-713E-4DC9-ADE4-04E1F5E82361,R-2904A,R,,TNI,1800,FT,MSL,,0,FT,SFC,L,STARKE,FL,UNITED STATES,"FAA, JACKSONVILLE TRACON",,,1,0,"APR - AUG, 0800 - 1700, DAILY; SEP - MAR, 0800 - 1700, SAT - SUN; %OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,0,1,0,0.0090393518394194,0.389444443999992
407,D987896B-B13E-471A-957F-933DA7CF99DC,R-2905A,R,,TI,10000,FT,MSL,,0,FT,SFC,L,TYNDALL AFB,FL,UNITED STATES,TYNDALL RADAR APPROACH CONTROL,,,1,0,"INTERMITTENT BY NOTAM, %FOR PERIODS OF APPROXIMATELY 10 MINUTES DURING LAUNCH OR RECOVERY",-6,1,,0,0,1,0,0,0,0.00475286578853229,0.293778360393658
408,42AB5FD6-44E5-4454-AA38-C94DC5F4E281,R-2905B,R,,TI,10000,FT,MSL,,0,FT,SFC,L,TYNDALL AFB,FL,UNITED STATES,TYNDALL RADAR APPROACH CONTROL,,,1,0,INTERMITTENT BY NOTAM,-6,1,,0,0,1,0,0,0,0.00836671482261409,0.369885650153529
409,25F4D6DC-9E5C-4A19-B4A4-33EFC719BE57,R-2906,R,,TI,14000,FT,MSL,,0,FT,SFC,L,RODMAN,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0800 - 2400, DAILY; O/T BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.0244499144143902,0.582349618698447
410,A6B6B96D-4BE5-444B-A121-0798D26A6981,R-2907A,R,,TI,230,FL,STD,,0,FT,SFC,B,LAKE GEORGE,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0800 - 2400, DAILY; O/T BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,1,0,0,0.044701356800033,1.04488314142785
411,DA77E019-5C0E-4A3C-939C-26E62A8744E6,R-2908,R,,TI,12000,FT,MSL,,0,FT,SFC,L,PENSACOLA,FL,UNITED STATES,"FAA, PENSACOLA TRACON",,,1,0,"NOV - DEC, 0800 - 1600, MON - FRI; %OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-6,1,,0,0,1,0,0,0,0.0166147082250063,0.762976354483441
412,CE9371F9-1CAD-44BC-B2EF-8E969661AFA1,R-2910A,R,,TI,230,FL,STD,,0,FT,SFC,B,PINECASTLE,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0800 - 2400, DAILY; O/T BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,1,0,0,0.042943928186105,0.900359757292635
413,97B1C0B6-E665-4A96-9A60-57698CC56093,R-2910B,R,,TI,6000,FT,MSL,,0,FT,SFC,L,PINECASTLE,FL,UNITED STATES,"FAA, CENTRAL FLORIDA TRACON",,,1,0,"INTERMITTENT, 0800 - 2400, DAILY; O/T BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.0109220679403279,0.519260121683217
414,37C997F6-4F88-4157-BF41-2297BC8938C0,R-2910C,R,,TI,6000,FT,MSL,,0,FT,SFC,L,PINECASTLE,FL,UNITED STATES,"FAA, CENTRAL FLORIDA TRACON",,,1,0,"INTERMITTENT, 0800 - 2400, DAILY; O/T BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.00264212958904864,0.30071277390967
415,515A64BB-F30C-44D1-A45F-6B556381C05F,R-2910D,R,,TI,230,FL,STD,,2000,FT,MSL,B,PINECASTLE,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"INTERMITTENT, 0800 - 2400, DAILY; O/T BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,1,0,0,0.0351582383773348,1.39417807907089
416,CB659146-8D8F-4B65-A15D-8870A480F42D,R-2910E,R,,TNI,2000,FT,MSL,,500,FT,MSL,L,PINECASTLE,FL,UNITED STATES,"FAA, JACKSONVILLE TRACON",,,1,0,"INTERMITTENT, 0800 - 2400, DAILY; O/T BY NOTAM 6 HOURS IN ADVANCE, %NOT TO EXCEED 800 HOURS PER YEAR",-5,1,,0,0,1,0,0,0,0.0351582383773348,1.39417807907089
417,78627506-98CC-4BBC-BD92-16B3B79F06ED,R-2914B,R,,,-9998,,UNLTD,,8500,FT,MSL,B,VALPARAISO,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,CONTINUOUS,-6,1,,0,0,1,1,0,0,0.0219005755388935,0.641723931331508
418,90CE6678-1403-4035-903E-E435FE12DB81,R-2915A,R,,,-9998,,UNLTD,,0,FT,SFC,B,EGLIN AFB,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,CONTINUOUS,-6,1,,0,0,1,1,0,0,0.065454932926059,1.01385243029169
419,EE7F977E-BC75-4004-8039-00405F2544FA,R-2915B,R,,,-9998,,UNLTD,,0,FT,SFC,B,EGLIN AFB,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,CONTINUOUS,-6,1,,0,0,1,1,0,0,0.0141384766523061,0.670490673586563
420,68ADAE98-EC95-4F80-AC60-312DCB79A4D6,R-2915C,R,,,-9998,,UNLTD,,8500,FT,MSL,B,EGLIN AFB,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,CONTINUOUS,-6,1,,0,0,1,1,0,0,0.010993453250876,0.534737538699146
421,CE7FA493-B868-4D24-9C72-091B4D4777DD,R-2916,R,,TI,14000,FT,MSL,,0,FT,SFC,L,CUDJOE KEY,FL,UNITED STATES,"FAA, MIAMI ARTCC",,,1,0,CONTINUOUS,-5,1,,0,0,1,0,0,0,0.00290178830516652,0.191280903843197
422,9FCC2E9A-4C95-40EA-B2F7-452A61CE219D,R-2917,R,,TI,5000,FT,MSL,,0,FT,SFC,L,DE FUNIAK SPRINGS,FL,UNITED STATES,EGLIN APPROACH CONTROL,,,1,0,CONTINUOUS,-6,1,,0,0,1,0,0,0,0.0010113082009866,0.113227974733027
423,0B7576F8-0317-443B-946E-C533AE69042C,R-2918,R,,,-9998,,UNLTD,,0,FT,SFC,B,VALPARAISO,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,CONTINUOUS,-6,1,,0,0,1,1,0,0,0.00514683641176816,0.431125262982751
424,0CDA6909-870F-478D-B9FC-2F2512F8457E,R-2919A,R,,,-9998,,UNLTD,,0,FT,SFC,B,VALPARAISO,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,CONTINUOUS,-6,1,,0,0,1,1,0,0,0.0154525465177358,0.713282914570199
425,F3893E0A-7B35-443D-BA8D-D9318A4C3326,R-2919B,R,,,-9998,,UNLTD,,8500,FT,MSL,B,VALPARAISO,FL,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,CONTINUOUS,-6,1,,0,0,1,1,0,0,0.0251042742761456,0.753136661945993
426,1706F781-4609-4E04-869A-F68B248293C1,R-3002A,R,,TI,4000,FT,MSL,,0,FT,SFC,L,FORT MOORE,GA,UNITED STATES,"FAA, ATLANTA TRACON",,,1,0,"INTERMITTENT, 0600 - 0200, DAILY; OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.0341918600956888,1.02320626489358
427,3790A33D-8683-4686-B9D3-A00897F9B45D,R-3002B,R,,TI,8000,FT,MSL,,4000,FT,MSL,L,FORT MOORE,GA,UNITED STATES,"FAA, ATLANTA TRACON",,,1,0,"INTERMITTENT, 0600 - 0200, DAILY; OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.0341918600956888,1.02320626489358
428,6468A146-4730-4824-9E32-997D71F92C35,R-3002C,R,,TI,14000,FT,MSL,,8000,FT,MSL,L,FORT MOORE,GA,UNITED STATES,"FAA, ATLANTA TRACON",,,1,0,INTERMITTENT BY NOTAM 6 HOURS IN ADVANCE,-5,1,,0,0,1,0,0,0,0.0341918600956888,1.02320626489358
429,E6EBE01E-B4EB-44A0-961A-D72F72DD36BD,R-3002D,R,,TI,8000,FT,MSL,,0,FT,SFC,L,FORT MOORE,GA,UNITED STATES,"FAA, ATLANTA TRACON",,,1,0,"INTERMITTENT, 0600 - 0200, DAILY; OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.0263424714923985,0.797297539775137
430,5C4E8CEF-3684-436C-8BAC-1DBC6A3B6347,R-3002E,R,,TI,14000,FT,MSL,,8000,FT,MSL,L,FORT MOORE,GA,UNITED STATES,"FAA, ATLANTA TRACON",,,1,0,INTERMITTENT BY NOTAM 6 HOURS IN ADVANCE,-5,1,,0,0,1,0,0,0,0.0263424714923985,0.797297539775137
431,8C453560-44C4-40AF-B761-9EF9B9007232,R-3002F,R,,TI,250,FL,STD,,14000,FT,MSL,B,FORT MOORE,GA,UNITED STATES,"FAA, ATLANTA TRACON",,,1,0,INTERMITTENT BY NOTAM 6 HOURS IN ADVANCE,-5,1,,0,0,1,1,0,0,0.0386712331805938,0.88203975545306
432,89C0318E-DE64-4549-8DB6-B714BE8AA5E2,R-3002G,R,,TI,14000,FT,MSL,,0,FT,SFC,L,FORT MOORE,GA,UNITED STATES,"FAA, ATLANTA TRACON",,,1,0,"INTERMITTENT, 0600 - 0200 EASTERN TIME, DAILY; OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.00434638297770107,0.335473599823918
433,F6AD2766-1DA8-40BD-971E-1003F9B24403,R-3004A,R,,TNI,3500,FT,MSL,,0,FT,SFC,L,FORT GORDON,GA,UNITED STATES,"FAA, ATLANTA ARTCC",,,1,0,BY NOTAM 24 HOURS IN ADVANCE,-5,1,,0,0,1,0,0,0,0.0103004243726446,0.440524769470622
434,67C97A45-CA1A-4800-936E-F72F28866E96,R-3004B,R,,TNI,7000,FT,MSL,ANI,3500,FT,MSL,L,FORT GORDON,GA,UNITED STATES,"FAA, ATLANTA ARTCC",,,1,0,BY NOTAM 24 HOURS IN ADVANCE,-5,1,,0,0,1,0,0,0,0.0103004243726446,0.440524769470622
435,F9CD1CF1-A545-46E2-930C-28A646AA473C,R-3005A,R,,TI,29000,FT,MSL,,0,FT,SFC,B,FORT STEWART,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"0600 - 2400, MON - SUN; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,1,0,0,0.0238381307149211,0.662353507889909
436,444D4542-9251-414D-BD61-F1DA248A882F,R-3005B,R,,TI,29000,FT,MSL,,0,FT,SFC,B,FORT STEWART,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"0600 - 2400, MON - SUN; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,1,0,0,0.0157297818550433,0.633250340154049
437,C28A4B49-A2E9-48DE-ABBE-49E08DC5EF30,R-3005C,R,,TI,29000,FT,MSL,,0,FT,SFC,B,FORT STEWART,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"0600 - 0300, MON - SUN; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,1,0,0,0.0353522151469861,0.771262549167013
438,C010D19A-922F-4639-A102-6D3F0B7EA04D,R-3005D,R,,TI,29000,FT,MSL,,0,FT,SFC,B,FORT STEWART,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"0600 - 2400, MON - SUN; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,1,0,0,0.0160904085928451,0.610073669310529
439,40A9A377-FC2B-447C-A5DE-74160B35C81D,R-3005E,R,,TI,29000,FT,MSL,,0,FT,SFC,B,FORT STEWART,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"0600 - 2400, MON - SUN; OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,1,0,0,0.0104895608969855,0.55582389903836
440,905D990F-2664-40EC-8C7F-8F41B277DF81,R-3007A,R,,TNI,13000,FT,MSL,,0,FT,SFC,L,TOWNSEND,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"0700 - 2200, MON - FRI; O/T BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.0129814137278572,0.53074816449352
441,562AEB64-6A50-49C5-852C-3592CAD51404,R-3007B,R,,TNI,13000,FT,MSL,,1200,FT,SFC,L,TOWNSEND,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"0700 - 2200, MON - FRI; O/T BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.0106110106394226,0.57740000666963
442,61DB51E3-CA68-4773-B176-08496AA93CCA,R-3007D,R,,TI,250,FL,STD,,13000,FT,MSL,B,TOWNSEND,GA,UNITED STATES,"FAA, JACKSONVILLE ARTCC",,,1,0,"0700 - 2200, MON - FRI; O/T BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,1,0,0,0.0504943819455548,1.09503220266425
443,66524A5B-1969-4256-BAB4-D5A8E5CCD138,R-3008A,R,,TI,10000,FT,MSL,,0,FT,SFC,L,GRAND BAY WEAPONS RANGE,GA,UNITED STATES,"US AIR FORCE, VALDOSTA APPROACH CONTROL",,,1,0,"0800 - 0130, MON - THU; 0800 - 2200, FRI; OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.00184001515026466,0.171971442972319
444,F32F4E5A-7ECF-4E04-8587-B15AA5C807DA,R-3008B,R,,TI,10000,FT,MSL,,100,FT,SFC,L,GRAND BAY WEAPONS RANGE,GA,UNITED STATES,"US AIR FORCE, VALDOSTA APPROACH CONTROL",,,1,0,"0800 - 0130, MON - THU; 0800 - 2200, FRI; OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.00648364695507553,0.445192787788958
445,9851FB40-A148-4EC4-A054-26BF466D6623,R-3008D,R,,TNI,230,FL,STD,,10000,FT,MSL,B,GRAND BAY WEAPONS RANGE,GA,UNITED STATES,"US AIR FORCE, VALDOSTA APPROACH CONTROL",,,1,0,"0800 - 0130, MON - THU; 0800 - 2200, FRI; OTHER TIMES BY NOTAM 6 HOURS IN ADVANCE",-5,1,,0,0,1,1,0,0,0.0301292175315666,0.694094342658141
446,30E97860-F2EA-4872-96CC-A06CB28067B7,R-3101,R,,,-9998,,UNLTD,,0,FT,SFC,B,PMRFAC FOUR,HI,UNITED STATES,"FAA, HONOLULU CONTROL FACILITY",,,1,0,"0600 - 1800, MON - FRI; OTHER TIMES BY NOTAM",-10,0,,0,0,0,0,0,1,0.0162409286176626,0.732889012920568
447,10951190-62C8-4272-84BB-8CD588BEEB6A,R-3103,R,,TI,30000,FT,MSL,,0,FT,SFC,B,HUMUULA,HI,UNITED STATES,"FAA, HONOLULU CONTROL FACILITY",,,1,0,INTERMITTENT BY NOTAM 12 HOURS IN ADVANCE,-10,0,,0,0,0,0,0,1,0.0364959490677847,0.722110252869964
448,F4518B45-CC54-494A-AB1C-2B6DEA316687,R-3107,R,,TI,180,FL,STD,,0,FT,SFC,B,KAULA ROCK,HI,UNITED STATES,"FAA, HONOLULU CONTROL FACILITY",,,1,0,"0700 - 2200, MON - FRI; 0800 - 1600, SAT - SUN; %OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-10,0,,0,0,0,0,0,1,0.00845957754631854,0.326341407224877
449,0DBD6431-8418-4AD7-AD12-496F7E8CA643,R-3109A,R,,TNI,9000,FT,MSL,,0,FT,SFC,L,"SCHOFIELD-MAKUA, OAHU",HI,UNITED STATES,"FAA, HONOLULU CONTROL FACILITY",,,1,0,INTERMITTENT BY NOTAM,-10,0,,0,0,0,0,0,1,0.00284004630020718,0.223991287900846
450,D8AB53A9-D315-40DF-B905-3ABCC20DFE15,R-3109B,R,,TNI,19000,FT,MSL,,9000,FT,MSL,B,"SCHOFIELD-MAKUA, OAHU",HI,UNITED STATES,"FAA, HONOLULU CONTROL FACILITY",,,1,0,INTERMITTENT,-10,0,,0,0,0,0,0,1,0.00441847996535216,0.274057341177277
451,2151CAD4-F400-4DE9-BE1C-255D2C84B791,R-3109C,R,,TNI,9000,FT,MSL,,0,FT,SFC,L,"SCHOFIELD-MAKUA, OAHU",HI,UNITED STATES,"FAA, HONOLULU CONTROL FACILITY",,,1,0,INTERMITTENT BY NOTAM,-10,0,,0,0,0,0,0,1,0.00164903549307382,0.194083314713437
452,9A3B664D-A47D-4789-AFC8-B975E58629A7,R-3110A,R,,TNI,9000,FT,MSL,,0,FT,SFC,L,"SCHOFIELD-MAKUA, OAHU",HI,UNITED STATES,"FAA, HONOLULU CONTROL FACILITY",,,1,0,INTERMITTENT BY NOTAM,-10,0,,0,0,0,0,0,1,0.00319444450724404,0.299551615219628
453,E5E9572F-27E5-4008-A8E5-5799A0EF6D09,R-3110B,R,,TNI,19000,FT,MSL,,9000,FT,MSL,B,"SCHOFIELD-MAKUA, OAHU",HI,UNITED STATES,"FAA, HONOLULU CONTROL FACILITY",,,1,0,INTERMITTENT,-10,0,,0,0,0,0,0,1,0.00622106478226669,0.332213110231709
454,A081E91C-AAA9-4F3B-BAF8-370703B5DC3C,R-3110C,R,,TNI,9000,FT,MSL,,0,FT,SFC,L,"SCHOFIELD-MAKUA, OAHU",HI,UNITED STATES,"FAA, HONOLULU CONTROL FACILITY",,,1,0,INTERMITTENT BY NOTAM,-10,0,,0,0,0,0,0,1,0.00293981474351312,0.286699413121636
455,21CDACAD-2292-4FDE-A8AB-06C511D989C8,R-3203A,R,,TI,15000,FT,MSL,,0,FT,SFC,L,BOISE,ID,UNITED STATES,"FAA, SALT LAKE ARTCC",,,1,0,BY NOTAM 24 HRS IN ADVANCE,-7,1,,0,0,1,0,0,0,0.0342187498290514,0.714643785322376
456,A1B0FFCA-BCF0-4CE6-AC53-237898ED2BD4,R-3203B,R,,TI,22000,FT,MSL,,15000,FT,MSL,B,BOISE,ID,UNITED STATES,"FAA, SALT LAKE ARTCC",,,1,0,BY NOTAM 24 HRS IN ADVANCE,-7,1,,0,0,1,1,0,0,0.0342187498290514,0.714643785322376
457,04AE8B23-3B2C-422B-AB90-24C182EB4479,R-3203C,R,,TI,6000,FT,MSL,,0,FT,SFC,L,BOISE,ID,UNITED STATES,"FAA, SALT LAKE ARTCC",,,1,0,BY NOTAM 24 HRS IN ADVANCE,-7,1,,0,0,1,0,0,0,0.00349826388628571,0.343403221747913
458,C9ADA5EB-4B1E-4759-AAFA-8E0BBAABB97F,R-3203D,R,,TI,22000,FT,MSL,,0,FT,SFC,B,ORCHARD TRAINING AREA,ID,UNITED STATES,"FAA, BOISE ATCT.",,,1,0,"BY NOTAM 24 HOURS IN ADVANCE, NOT TO EXCEED 3 WEEKS ANNUALLY",-7,1,,0,0,1,1,0,0,0.00890378089434307,0.635251054856056
459,46C1E711-AF53-4848-B0AE-00AF62747740,R-3204A,R,,TI,100,FT,SFC,,0,FT,SFC,L,JUNIPER BUTTES,ID,UNITED STATES,"FAA, SALT LAKE CITY ARTCC",,,1,0,"0730 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-7,1,,0,0,1,0,0,0,0.00508101849982268,0.287459114803817
460,F1E2359F-6885-4AD6-9409-0FC6428E0A7A,R-3204B,R,,TNI,180,FL,STD,,100,FT,SFC,L,JUNIPER BUTTES,ID,UNITED STATES,"FAA, SALT LAKE CITY ARTCC",,,1,0,"0730 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-7,1,,0,0,1,0,0,0,0.0294076300574488,0.618037614414402
461,85B22599-703F-407F-91CA-0A3D8C4B01FB,R-3204C,R,,TI,290,FL,STD,,180,FL,STD,U,JUNIPER BUTTES,ID,UNITED STATES,"FAA, SALT LAKE CITY ARTCC",,,1,0,"0730 - 2200, MON - FRI; OTHER TIMES BY NOTAM",-7,1,,0,0,0,1,0,0,0.0294076300574488,0.618037614414402
462,890DBBCB-8072-42DF-9CCE-A8C80EBDA399,R-3401A,R,,TI,40000,FT,MSL,,0,FT,SFC,B,ATTERBURY RESERVE FORCES TRAINING AREA,IN,UNITED STATES,"FAA, INDIANAPOLIS ARTCC",,,1,0,"MAY 1 - SEP 30, CONTINUOUS; %OCT 1 - APR 30, 0800 - 2300, TUE - SAT; OTHER TIMES BY NOTAM",-5,1,,0,0,1,1,0,0,0.0153472221027187,0.499999998000135
463,BA27419D-04D3-4BA3-A540-DBBC85527761,R-3401B,R,,TI,14000,FT,MSL,,1200,FT,SFC,L,ATTERBURY RESERVE FORCES TRAINING AREA,IN,UNITED STATES,"FAA, INDIANAPOLIS ARTCC",,,1,0,"MAY 1 - SEP 30, CONTINUOUS; %OCT 1 - APR 30, 0800 - 2300, TUE - SAT; OTHER TIMES BY NOTAM",-5,1,,0,0,1,0,0,0,0.0125810187200841,0.870310072799283
464,6822DCEF-A483-4AFF-9F42-CE5452BBD941,R-3403A,R,,TI,43000,FT,MSL,,0,FT,SFC,B,JEFFERSON PROVING GROUND,IN,UNITED STATES,"FAA, INDIANAPOLIS ARTCC",,,1,0,"0630 - 2400, DAILY",-5,1,,0,0,1,1,0,0,0.0188840277901363,0.586870827478424
465,44DC8814-C03D-4609-837B-EE8FB8FF21BA,R-3403B,R,,TI,180,FL,STD,,1200,FT,SFC,B,JEFFERSON PROVING GROUND,IN,UNITED STATES,"FAA, INDIANAPOLIS ARTCC",,,1,0,"0800 - 2300, DAILY",-5,1,,0,0,1,1,0,0,0.00958819435163605,0.593761364961214
466,88321B98-8168-4DB1-A1E6-CCB7AEE2BA2C,R-3404,R,,TI,4100,FT,MSL,,0,FT,SFC,L,CRANE,IN,UNITED STATES,"FAA, TERRE HAUTE ATCT",,,1,0,"MAY 1 - NOV 1, SUNRISE - SUNSET, DAILY; %OTHER TIMES BY NOTAM 24 HOURS IN ADVANCE",-5,1,,0,0,1,0,0,0,0.00111563826521888,0.119800042542822
467,29C7C774-7465-40C5-926B-CE3D8838C5D9,R-3405,R,,TI,1600,FT,MSL,,0,FT,SFC,L,SULLIVAN,IN,UNITED STATES,"FAA, TERRE HAUTE ATCT",,,1,0,BY NOTAM 24 HOURS IN ADVANCE,-5,1,,0,0,1,0,0,0,0.000193653549558803,0.0650764761379302
468,672B9370-747E-4C01-B23F-DD1699A03077,R-3701A,R,,TI,5000,FT,MSL,,0,FT,SFC,L,FORT CAMPBELL,KY,UNITED STATES,"US ARMY, FORT CAMPBELL ARMY AIR FIELD ARMY RADAR APPROACH CONTROL",,,1,0,BY NOTAM 24 HOURS IN ADVANCE,-6,1,,0,0,1,0,0,0,0.00285108023331304,0.247730294134737
